filename,video-duration,fps,video-frames
v_0HrPpZa_xv8.mp4,20.933333333333334,30.0,628.0
v_0hWGSkDnRHA.mp4,208.5,30.0,6255.0
v_-0i3BpAQAgE.mp4,64.7,30.0,1941.0
v_0IFJNGqjsUQ.mp4,118.06666666666666,30.0,3542.0
v__0IkiqDouX8.mp4,149.93333333333334,30.0,4498.0
v_0IN40z63WAU.mp4,231.96666666666667,30.0,6959.0
v_0_IShglbOQ4.mp4,78.63333333333334,30.0,2359.0
v_0ivHmKR8cUw.mp4,92.1,30.0,2763.0
v_0IxId05Eo6k.mp4,85.13333333333334,30.0,2554.0
v_0J55EGFLglQ.mp4,19.766666666666666,30.0,593.0
v_0j9TxzwRr6E.mp4,176.76666666666668,30.0,5303.0
v_0jBwj0bfZ3Y.mp4,29.866666666666667,30.0,896.0
v_0jeq5CeP2P0.mp4,97.33333333333333,30.0,2920.0
v_0JpULUYPDX0.mp4,99.93333333333334,30.0,2998.0
v_0jrThYemNLs.mp4,63.93333333333333,30.0,1918.0
v_0jvbBtMIA8k.mp4,224.2,30.0,6726.0
v_0K1SrDmREzs.mp4,52.56666666666667,30.0,1577.0
v_0-kEI13BtcY.mp4,158.16666666666666,30.0,4745.0
v_0kfJ7Lu4tvo.mp4,221.5,30.0,6645.0
v_0KwSF8NdEug.mp4,217.63333333333333,30.0,6529.0
v_0kykNR9FUWU.mp4,97.56666666666666,30.0,2927.0
v_0L959X4oxaY.mp4,59.0,30.0,1770.0
v_0LebHO3TvzE.mp4,18.433333333333334,30.0,553.0
v_0lYwrXV1R3A.mp4,146.06666666666666,30.0,4382.0
v_0m63LNVHP1U.mp4,136.7,30.0,4101.0
v_0Mn0gxECBLA.mp4,63.0,30.0,1890.0
v__0mR06FcftE.mp4,124.43333333333334,30.0,3733.0
v_0MtST08F2Xc.mp4,36.8,30.0,1104.0
v_0MyaFtXcTKI.mp4,217.86666666666667,30.0,6536.0
v_-0NfmccuL9Q.mp4,215.53333333333333,30.0,6466.0
v_0O589B9zr84.mp4,114.83333333333333,30.0,3445.0
v_0OxOI3sAIrM.mp4,80.5,30.0,2415.0
v_0p34rFNYj_M.mp4,66.93333333333334,30.0,2008.0
v_0p3JN4KJsUs.mp4,97.23333333333333,30.0,2917.0
v_0PbmXOVIwGc.mp4,120.76666666666667,30.0,3623.0
v_0PLaN0hmMDY.mp4,234.63333333333333,30.0,7039.0
v_0PnAEoMx-v0.mp4,95.7,30.0,2871.0
v_0pxONuRdIAY.mp4,147.0,30.0,4410.0
v_0PyY_iHBZHk.mp4,104.93333333333334,30.0,3148.0
v_0Q9RHSEFeMI.mp4,166.5,30.0,4995.0
v_0QDPpdms08g.mp4,119.6,30.0,3588.0
v_0Qed9-9yp9Q.mp4,209.53333333333333,30.0,6286.0
v_0qTzoVjsMpQ.mp4,225.66666666666666,30.0,6770.0
v_0rDb-zfhH0E.mp4,201.03333333333333,30.0,6031.0
v_0rDLcTmgzGQ.mp4,134.06666666666666,30.0,4022.0
v_0-ReTddxkhg.mp4,74.9,30.0,2247.0
v_0RUMAGGab1k.mp4,124.43333333333334,30.0,3733.0
v_0RUs80IYF38.mp4,29.533333333333335,30.0,886.0
v_0rX2f0H3AaA.mp4,83.23333333333333,30.0,2497.0
v_0RZ5_8VD4vc.mp4,39.833333333333336,30.0,1195.0
v_0S0fNrI4oVs.mp4,85.76666666666667,30.0,2573.0
v__0sDAdyMtnk.mp4,126.13333333333334,30.0,3784.0
v_0SmA1cGocz4.mp4,214.2,30.0,6426.0
v_0T14tLwBafQ.mp4,38.333333333333336,30.0,1150.0
v_0T1FKHx3yOk.mp4,237.43333333333334,30.0,7123.0
v_0tJ7eW6TKKM.mp4,159.16666666666666,30.0,4775.0
v_0UcBldDI0RA.mp4,156.5,30.0,4695.0
v_0ufZs4e24Xs.mp4,174.1,30.0,5223.0
v_0uh3HP895OA.mp4,131.43333333333334,30.0,3943.0
v_0UR4hXxt68E.mp4,207.8,30.0,6234.0
v_0vCynjlkM5A.mp4,13.066666666666666,30.0,392.0
v_0VHUSC4YFT4.mp4,86.43333333333334,30.0,2593.0
v_0w2XFd-Q9Eg.mp4,18.466666666666665,30.0,554.0
v_0WJX2A6PSnA.mp4,21.966666666666665,30.0,659.0
v_0wpStx2JuS4.mp4,69.13333333333334,30.0,2074.0
v_0WRxp0X0edY.mp4,159.2,30.0,4776.0
v_0WVkoTBmhA0.mp4,153.8,30.0,4614.0
v_0wwx4wnHv-U.mp4,8.7,30.0,261.0
v_0X34KkUlCAI.mp4,101.56666666666666,30.0,3047.0
v_0_xap_BBDrw.mp4,47.86666666666667,30.0,1436.0
v_0xJPQ1I8-e0.mp4,27.933333333333334,30.0,838.0
v_0XRZ2F5B7fQ.mp4,61.43333333333333,30.0,1843.0
v_0xxl3iG3VKY.mp4,46.766666666666666,30.0,1403.0
v_0Yb2EQlAEYM.mp4,70.86666666666666,30.0,2126.0
v_0YPfoB84Fes.mp4,86.13333333333334,30.0,2584.0
v_0ys4fnsu9Jc.mp4,64.4,30.0,1932.0
v_0ysVELHeEyc.mp4,165.36666666666667,30.0,4961.0
v_0z7qHOca3D4.mp4,115.43333333333334,30.0,3463.0
v_0z_dyY_89ys.mp4,96.33333333333333,30.0,2890.0
v_0Zg9UgCp4a4.mp4,109.66666666666667,30.0,3290.0
v_0Z_mhRoqG2E.mp4,108.2,30.0,3246.0
v_0zXTrkgUj0U.mp4,56.666666666666664,30.0,1700.0
v_0ZzKrBk1ac8.mp4,57.266666666666666,30.0,1718.0
v_10uSu442cOE.mp4,141.1,30.0,4233.0
v_12IrPzohRSw.mp4,113.4,30.0,3402.0
v_12qgT1JASV4.mp4,159.23333333333332,30.0,4777.0
v_12sz7NMvyfI.mp4,68.56666666666666,30.0,2057.0
v_134sVNOzn_w.mp4,125.26666666666667,30.0,3758.0
v_13hdhdieZuc.mp4,48.53333333333333,30.0,1456.0
v_14AnvDNV5BI.mp4,22.3,30.0,669.0
v_14X-i7vqXWU.mp4,211.0,30.0,6330.0
v_15Yf7NIDLtM.mp4,155.23333333333332,30.0,4657.0
v_16g-sBraeKE.mp4,225.13333333333333,30.0,6754.0
v_16Mq9vM7Nck.mp4,77.4,30.0,2322.0
v_16T82DHJClA.mp4,123.2,30.0,3696.0
v_17nr8u_ze0o.mp4,57.233333333333334,30.0,1717.0
v_17ODXa4CEmI.mp4,112.23333333333333,30.0,3367.0
v_17zMW3rzlR4.mp4,83.2,30.0,2496.0
v_19fGZFUE7yE.mp4,112.1,30.0,3363.0
v_19SHLOheCmo.mp4,231.03333333333333,30.0,6931.0
v_19YCgLDhfoE.mp4,106.06666666666666,30.0,3182.0
v_1AEZ9fDDkz4.mp4,94.53333333333333,30.0,2836.0
v_1aNOjjLWjxc.mp4,2.9,30.0,87.0
v_1Ao43T5yRjI.mp4,182.03333333333333,30.0,5461.0
v_1aRRlW0k-_4.mp4,93.3,30.0,2799.0
v_1ATBCBUgflA.mp4,68.1,30.0,2043.0
v_1AxGiLSmGZo.mp4,60.0,30.0,1800.0
v_1AZxtWKkRlo.mp4,193.2,30.0,5796.0
v_1bcm3LHTI_w.mp4,129.46666666666667,30.0,3884.0
v_1BfYAuxv6Wk.mp4,63.43333333333333,30.0,1903.0
v_1BWF1U1dJ_w.mp4,105.86666666666666,30.0,3176.0
v_1C0Ur7fen8s.mp4,71.16666666666667,30.0,2135.0
v_1cccnJAK7TI.mp4,66.0,30.0,1980.0
v_1Cdqwg7Giv4.mp4,186.23333333333332,30.0,5587.0
v_-1CEVKeAyA8.mp4,202.3,30.0,6069.0
v_1Cf8TkmsbMU.mp4,135.93333333333334,30.0,4078.0
v_1d6FGbM4FRM.mp4,105.36666666666666,30.0,3161.0
v_1D7iddqIIhM.mp4,15.8,30.0,474.0
v_1dFLeGRT0NQ.mp4,151.66666666666666,30.0,4550.0
v_1dM62Xpm9Ns.mp4,187.06666666666666,30.0,5612.0
v_1Dpm9kvn3M8.mp4,84.0,30.0,2520.0
v_1DvNkSGk-JA.mp4,67.43333333333334,30.0,2023.0
v_1ezOsdHncXo.mp4,83.26666666666667,30.0,2498.0
v_1f8iBakydSI.mp4,13.7,30.0,411.0
v_1F_CSpL_4Dg.mp4,124.03333333333333,30.0,3721.0
v_1fF1OQtpctg.mp4,213.66666666666666,30.0,6410.0
v_1FFbrlvDQ7c.mp4,196.23333333333332,30.0,5887.0
v_1FKoT6uFsjY.mp4,184.86666666666667,30.0,5546.0
v_1fmaEo3wzxg.mp4,193.23333333333332,30.0,5797.0
v_1fyxOUEihAQ.mp4,109.9,30.0,3297.0
v_1G3rv9ssDY4.mp4,105.7,30.0,3171.0
v_1gM0xfKN-Kc.mp4,220.86666666666667,30.0,6626.0
v_1GQARL4coRo.mp4,117.76666666666667,30.0,3533.0
v_1gradpCDbPU.mp4,60.13333333333333,30.0,1804.0
v_1GXQLnTalcg.mp4,109.96666666666667,30.0,3299.0
v_1GzrcmQ5Pcc.mp4,160.23333333333332,30.0,4807.0
v_1hTqfvjis9E.mp4,39.86666666666667,30.0,1196.0
v_1HWajOhmPVg.mp4,26.5,30.0,795.0
v_-1IBHYS3L-Y.mp4,252.73333333333332,30.0,7582.0
v_1iIG5D3jTk4.mp4,96.16666666666667,30.0,2885.0
v_-1IlTIWPNs4.mp4,85.96666666666667,30.0,2579.0
v_1ILXipBgbTs.mp4,60.266666666666666,30.0,1808.0
v_1iP5k9jHBRU.mp4,50.733333333333334,30.0,1522.0
v_1JeK3U_nUUc.mp4,141.83333333333334,30.0,4255.0
v_1JEQbXJC85w.mp4,223.8,30.0,6714.0
v__1JGrGGCY9k.mp4,184.43333333333334,30.0,5533.0
v_1JHqxhajh60.mp4,99.6,30.0,2988.0
v_1KKVWzCwRSA.mp4,123.93333333333334,30.0,3718.0
v_1kMPW5huHWQ.mp4,56.13333333333333,30.0,1684.0
v_1KVxpHAC08g.mp4,137.13333333333333,30.0,4114.0
v_1LdbczjQPII.mp4,163.23333333333332,30.0,4897.0
v_1LrEiYVd3qg.mp4,182.7,30.0,5481.0
v_1lu7Sbu3a6o.mp4,61.666666666666664,30.0,1850.0
v_1MQkI4UafqE.mp4,79.63333333333334,30.0,2389.0
v_1-nEQf-TJPE.mp4,55.43333333333333,30.0,1663.0
v_1nXLVjfupto.mp4,229.23333333333332,30.0,6877.0
v_1o9RGnujlkI.mp4,130.43333333333334,30.0,3913.0
v_1oaJBEdY6ao.mp4,39.233333333333334,30.0,1177.0
v_1o-Fx2dGfpc.mp4,77.83333333333333,30.0,2335.0
v_1Om21fCH1sI.mp4,30.166666666666668,30.0,905.0
v_1OmzECVyIww.mp4,45.733333333333334,30.0,1372.0
v_1opIvQF0m_M.mp4,116.06666666666666,30.0,3482.0
v_1oyWMusaDTI.mp4,61.56666666666667,30.0,1847.0
v_1P_BTFhNZFo.mp4,140.83333333333334,30.0,4225.0
v_1p_HYu0EZAk.mp4,45.43333333333333,30.0,1363.0
v_1_PiNdPt6RU.mp4,15.0,30.0,450.0
v_1pOmOTz-bzk.mp4,63.46666666666667,30.0,1904.0
v_1PpVSeE2BJ8.mp4,48.2,30.0,1446.0
v_1P_y_DLlg-E.mp4,26.233333333333334,30.0,787.0
v_1qi8ZXUH_wY.mp4,82.5,30.0,2475.0
v_1QjVfj0S8qQ.mp4,62.733333333333334,30.0,1882.0
v_1R25VGmqS9o.mp4,72.0,30.0,2160.0
v_1RJgvoFfbkI.mp4,96.53333333333333,30.0,2896.0
v_1RMNLqb8OWI.mp4,163.5,30.0,4905.0
v_1RQOgX36Z2E.mp4,218.56666666666666,30.0,6557.0
v_1RYEOaCeV4k.mp4,174.9,30.0,5247.0
v_1sA-lEbrgak.mp4,70.03333333333333,30.0,2101.0
v_1SdH6HFnOZA.mp4,123.23333333333333,30.0,3697.0
v_1SouLWwpbvU.mp4,130.73333333333332,30.0,3922.0
v_1sp7zRy1Rxo.mp4,132.46666666666667,30.0,3974.0
v_1SQAnbh_lcM.mp4,224.06666666666666,30.0,6722.0
v_1stYB5_yR5k.mp4,181.83333333333334,30.0,5455.0
v_1SXVKikAHdM.mp4,179.56666666666666,30.0,5387.0
v_1t0yXLlX1XE.mp4,84.73333333333333,30.0,2542.0
v_1tEJRzqqalM.mp4,231.13333333333333,30.0,6934.0
v_1TWdrO8cCxA.mp4,82.86666666666666,30.0,2486.0
v_1UIhgxQXcfI.mp4,224.8,30.0,6744.0
v_1UQYk6ohuRE.mp4,176.93333333333334,30.0,5308.0
v_1Uur858vdY8.mp4,30.766666666666666,30.0,923.0
v_1V0TqgcXSVk.mp4,104.73333333333333,30.0,3142.0
v_1VAugQRO05g.mp4,109.96666666666667,30.0,3299.0
v_1VDNFR3vQR4.mp4,52.93333333333333,30.0,1588.0
v_1VmqefkNV_8.mp4,171.8,30.0,5154.0
v_1wiGNX_S8ZU.mp4,109.0,30.0,3270.0
v_1wqSUOGmpBs.mp4,129.6,30.0,3888.0
v_1WR4jgFCqRw.mp4,81.0,30.0,2430.0
v_1WSFrupQzQI.mp4,62.4,30.0,1872.0
v_1Xav7gMRCOQ.mp4,44.3,30.0,1329.0
v_1xcFq3SkTKk.mp4,175.66666666666666,30.0,5270.0
v_1XicledQXng.mp4,120.93333333333334,30.0,3628.0
v_1xQTlp0hscs.mp4,234.6,30.0,7038.0
v_1XQUDJhMcj8.mp4,120.93333333333334,30.0,3628.0
v_1Xt1gZfZ2Rw.mp4,160.16666666666666,30.0,4805.0
v_1Y1pKGFm-pQ.mp4,32.766666666666666,30.0,983.0
v_1Y3BV0Awjuo.mp4,111.23333333333333,30.0,3337.0
v_1_YFTTzzLrI.mp4,28.9,30.0,867.0
v_1Z3mjpu1I2A.mp4,152.46666666666667,30.0,4574.0
v_1ZuUq5rVwPs.mp4,126.36666666666666,30.0,3791.0
v_1zyyumIi0iQ.mp4,232.13333333333333,30.0,6964.0
v_20i6YGSnt-c.mp4,54.56666666666667,30.0,1637.0
v_21krmbuT21s.mp4,58.06666666666667,30.0,1742.0
v_22n4w0uferc.mp4,189.4,30.0,5682.0
v_23ApAC123aQ.mp4,133.66666666666666,30.0,4010.0
v_23-lat1nVJg.mp4,10.066666666666666,30.0,302.0
v_259K1wC2IMk.mp4,119.0,30.0,3570.0
v_25dJIdZj6Xs.mp4,6.766666666666667,30.0,203.0
v_26qGsfI9tZ8.mp4,49.03333333333333,30.0,1471.0
v_27e4y89XeyI.mp4,20.033333333333335,30.0,601.0
v_27Pg4wHah2I.mp4,93.5,30.0,2805.0
v_28GYivx4lyk.mp4,10.766666666666667,30.0,323.0
v_28P5f3p_32g.mp4,139.43333333333334,30.0,4183.0
v_28QW8P1x_LE.mp4,192.5,30.0,5775.0
v_29k1TypoU4w.mp4,86.66666666666667,30.0,2600.0
v_29kX1NaPGP0.mp4,99.56666666666666,30.0,2987.0
v_29Vrl0rJbSo.mp4,214.2,30.0,6426.0
v_2bEr09bbqAA.mp4,102.0,30.0,3060.0
v_2b_hjshny54.mp4,165.5,30.0,4965.0
v_2bkQz8BcKZ4.mp4,118.23333333333333,30.0,3547.0
v_2bnO6YWXCiU.mp4,55.2,30.0,1656.0
v_2CfCDcCuOO4.mp4,90.9,30.0,2727.0
v_2cUJTeArPsI.mp4,14.5,30.0,435.0
v_2cYfV33Qw4Y.mp4,165.3,30.0,4959.0
v_-2DajzzRwn0.mp4,191.1,30.0,5733.0
v_2DCeEAz8iO8.mp4,164.06666666666666,30.0,4922.0
v_2dFLbFsFyuY.mp4,97.6,30.0,2928.0
v_2Dlfwnvz76Q.mp4,77.46666666666667,30.0,2324.0
v_2DtotlMv9Gg.mp4,65.5,30.0,1965.0
v_2DTwoKZsLMo.mp4,163.53333333333333,30.0,4906.0
v_2duxXAsCW0k.mp4,36.46666666666667,30.0,1094.0
v_2DvHUEFc5VA.mp4,191.36666666666667,30.0,5741.0
v_2DvMNOas7jY.mp4,170.13333333333333,30.0,5104.0
v_2eep4G5Tgho.mp4,26.633333333333333,30.0,799.0
v_2EfjOGiEeJs.mp4,88.13333333333334,30.0,2644.0
v_2EQMXueAmCA.mp4,27.233333333333334,30.0,817.0
v_2ErgL7-MXHw.mp4,11.0,30.0,330.0
v_2ESPauwYUnQ.mp4,30.233333333333334,30.0,907.0
v_2FcdD7WapJM.mp4,56.4,30.0,1692.0
v_2FjaU9wfxaU.mp4,161.46666666666667,30.0,4844.0
v_2FKWKDEg5KE.mp4,204.43333333333334,30.0,6133.0
v_2fp9Ni7Ms6A.mp4,45.9,30.0,1377.0
v_2FRzNpVz6f8.mp4,56.43333333333333,30.0,1693.0
v_2fs09c8gFsk.mp4,101.23333333333333,30.0,3037.0
v_2gc5VDx2xY8.mp4,19.166666666666668,30.0,575.0
v_2gc7pCOg-NE.mp4,155.46666666666667,30.0,4664.0
v_2glmVDTPY44.mp4,226.13333333333333,30.0,6784.0
v_2GSSuYAWFc8.mp4,125.73333333333333,30.0,3772.0
v_2-hF-v79XyQ.mp4,118.93333333333334,30.0,3568.0
v_2hgXJR5QdkU.mp4,196.93333333333334,30.0,5908.0
v_2I9xymLVssI.mp4,215.06666666666666,30.0,6452.0
v_2iBb6ArHweI.mp4,101.3,30.0,3039.0
v_2i_rotAjuoE.mp4,195.0,30.0,5850.0
v_2j-DRUk2yCs.mp4,80.96666666666667,30.0,2429.0
v_2jpnkf-xgf0.mp4,161.6,30.0,4848.0
v_2kx--bbqXHg.mp4,225.23333333333332,30.0,6757.0
v_2KYGAq5qQCI.mp4,76.83333333333333,30.0,2305.0
v_2l50doS2wB4.mp4,203.56666666666666,30.0,6107.0
v_2LzWCwYtUzs.mp4,55.2,30.0,1656.0
v_2mmN96TdEdY.mp4,218.8,30.0,6564.0
v_2mVwrM0qOGw.mp4,182.83333333333334,30.0,5485.0
v_2Mw-3jScc0M.mp4,226.16666666666666,30.0,6785.0
v_2NAbdlHXcTI.mp4,21.033333333333335,30.0,631.0
v_2NAs35b7fck.mp4,158.56666666666666,30.0,4757.0
v_2NyOIsFJ3Tw.mp4,104.9,30.0,3147.0
v_2OEa00knM9E.mp4,51.4,30.0,1542.0
v_2Ot4ZPYpNwI.mp4,206.53333333333333,30.0,6196.0
v_2O-TyeSMueg.mp4,221.3,30.0,6639.0
v_2PAVJbmj2lQ.mp4,57.766666666666666,30.0,1733.0
v_2PBdNJcQcp4.mp4,217.8,30.0,6534.0
v_2PCZkpF1_wU.mp4,169.46666666666667,30.0,5084.0
v_2Peh_gdQCjg.mp4,141.46666666666667,30.0,4244.0
v_2pJTak2Qz8Q.mp4,237.6,30.0,7128.0
v_2ptdloHcTcs.mp4,235.23333333333332,30.0,7057.0
v_2Q0WGQbJbso.mp4,128.16666666666666,30.0,3845.0
v_2qcdjyT7nDY.mp4,225.7,30.0,6771.0
v_2QeU2xYPdWE.mp4,76.06666666666666,30.0,2282.0
v_2qN85UKyL2s.mp4,77.03333333333333,30.0,2311.0
v_2rA5pyel_NE.mp4,115.0,30.0,3450.0
v_2RfasAe0-tA.mp4,85.13333333333334,30.0,2554.0
v_2RpAv3irv1c.mp4,161.36666666666667,30.0,4841.0
v_2R_TVXvocQs.mp4,169.13333333333333,30.0,5074.0
v_2RxbcK90TeA.mp4,21.233333333333334,30.0,637.0
v_2SBTnunPQrQ.mp4,229.8,30.0,6894.0
v_2SMmL6kIx-w.mp4,231.93333333333334,30.0,6958.0
v_2SnFlGUHKnc.mp4,82.96666666666667,30.0,2489.0
v_2syOa4jpZDU.mp4,114.23333333333333,30.0,3427.0
v_2Tm_2wgv2Zs.mp4,70.13333333333334,30.0,2104.0
v_2U0vMYnC49c.mp4,50.56666666666667,30.0,1517.0
v_2u1gdf_53C0.mp4,73.5,30.0,2205.0
v_2Ua6E2a6kT4.mp4,44.46666666666667,30.0,1334.0
v_2U_BUV8PLtk.mp4,89.26666666666667,30.0,2678.0
v_2UJ4wqJt_Y8.mp4,3.0,30.0,90.0
v_2UjVfKEcj4g.mp4,152.76666666666668,30.0,4583.0
v_2Vf8yqNHaGM.mp4,28.933333333333334,30.0,868.0
v_2vixXUJiNhk.mp4,222.96666666666667,30.0,6689.0
v_-2VNLsk1s34.mp4,212.56666666666666,30.0,6377.0
v_2vy0dMXhlWI.mp4,110.83333333333333,30.0,3325.0
v_2VYQ4q24D-4.mp4,92.76666666666667,30.0,2783.0
v_2VYZeOa6804.mp4,190.23333333333332,30.0,5707.0
v_2w3FSD235TY.mp4,205.66666666666666,30.0,6170.0
v_2w7Fxoeo_Qk.mp4,40.1,30.0,1203.0
v_2wC0d2XUses.mp4,30.866666666666667,30.0,926.0
v_2WeG8QGOfcI.mp4,212.66666666666666,30.0,6380.0
v_2WKy0FvMtCM.mp4,192.2,30.0,5766.0
v_2wUKu5UIHmI.mp4,100.8,30.0,3024.0
v_2WvbAEMG5DU.mp4,59.6,30.0,1788.0
v_2WwWzzO6rZQ.mp4,90.06666666666666,30.0,2702.0
v_2WzsyEvhPPI.mp4,223.0,30.0,6690.0
v_2X4-yp_EFVE.mp4,28.2,30.0,846.0
v_2Xfigl8xrXc.mp4,57.666666666666664,30.0,1730.0
v_2-xMWBQA7iM.mp4,74.73333333333333,30.0,2242.0
v_2-xPjKzp-Kk.mp4,220.7,30.0,6621.0
v_2x-Xqt98Ek4.mp4,139.36666666666667,30.0,4181.0
v_2YE_8XDuDBI.mp4,135.6,30.0,4068.0
v_2YeImloBCA8.mp4,167.73333333333332,30.0,5032.0
v_2yjRePOzYq4.mp4,44.63333333333333,30.0,1339.0
v_2YSsqivrvR4.mp4,65.93333333333334,30.0,1978.0
v_2zFmooC8gUg.mp4,218.33333333333334,30.0,6550.0
v_2zl0O1VRDC4.mp4,132.83333333333334,30.0,3985.0
v_2zvN1cL1uik.mp4,191.46666666666667,30.0,5744.0
v_2zwUExKXw9s.mp4,42.8,30.0,1284.0
v_306mYrvdzIk.mp4,229.33333333333334,30.0,6880.0
v_30y8Uy0B_uk.mp4,172.5,30.0,5175.0
v_31KEa5VhvPs.mp4,212.6,30.0,6378.0
v_32-Bxdbf3mQ.mp4,35.333333333333336,30.0,1060.0
v_32EWNGHBctI.mp4,64.46666666666667,30.0,1934.0
v_33SI8z8PovA.mp4,227.33333333333334,30.0,6820.0
v_34cQhizPKfc.mp4,183.53333333333333,30.0,5506.0
v_34eCEU2Y4T0.mp4,154.56666666666666,30.0,4637.0
v_34NXXCSWyzE.mp4,151.8,30.0,4554.0
v_35DlDj_hzvg.mp4,10.633333333333333,30.0,319.0
v_35Xzs3Bz1hQ.mp4,91.46666666666667,30.0,2744.0
v_36JC5C6I4sg.mp4,187.63333333333333,30.0,5629.0
v_36K1e9WgEpU.mp4,110.6,30.0,3318.0
v_36lphp9tnMk.mp4,151.23333333333332,30.0,4537.0
v_37pwbUp8t1I.mp4,200.0,30.0,6000.0
v_37siIMJNG9Y.mp4,98.03333333333333,30.0,2941.0
v_38qpTblXDTw.mp4,15.9,30.0,477.0
v_39FIjDeot-s.mp4,105.76666666666667,30.0,3173.0
v_3A26j50_awY.mp4,26.533333333333335,30.0,796.0
v_3am00ii0n-o.mp4,213.03333333333333,30.0,6391.0
v_3aQnQEL3USQ.mp4,211.46666666666667,30.0,6344.0
v_3ArMGKnxlcU.mp4,152.66666666666666,30.0,4580.0
v_3AWvyAJv20g.mp4,135.8,30.0,4074.0
v_3AZgr5HkSDY.mp4,226.63333333333333,30.0,6799.0
v_3baH1vI0Cxk.mp4,94.66666666666667,30.0,2840.0
v_-3baQGb2zIY.mp4,104.4,30.0,3132.0
v_3boxQwSpv-8.mp4,30.0,30.0,900.0
v_3bTGq7QDjUg.mp4,63.46666666666667,30.0,1904.0
v_3C00m8lkJi0.mp4,54.13333333333333,30.0,1624.0
v_3C4Nry679BA.mp4,14.433333333333334,30.0,433.0
v_3CImIarFM30.mp4,10.166666666666666,30.0,305.0
v_3cjtV-ldvto.mp4,212.03333333333333,30.0,6361.0
v_3CJW0qBwwx4.mp4,126.53333333333333,30.0,3796.0
v_3cmHM1Yu92s.mp4,75.3,30.0,2259.0
v_3CO7fRiJOy4.mp4,24.133333333333333,30.0,724.0
